frequency_cycles_per_pixel,median_pair_fog_to_archive_ratio,q25_pair_fog_to_archive_ratio,q75_pair_fog_to_archive_ratio,mean_fog_power,mean_archive_power,mean_power_fog_to_archive_ratio
0.29947916666666663,0.002630040270796598,0.0013170880047584594,0.005771970245383912,0.2905446934674063,181.05366067621597,0.001604743546097069
0.3046875,0.0025266737926221854,0.0012994766111689225,0.005736606945881042,0.2590068418874719,169.080277895168,0.0015318572048246785
0.3098958333333333,0.0026518823408647934,0.001312249928432461,0.006001734459786981,0.23138791569570177,150.89198799891295,0.001533467208990372
0.31510416666666663,0.0025993624210951163,0.001272036362705385,0.005697699882540019,0.22508053669731135,150.84779227144463,0.001492103618542112
0.3203125,0.0025121294662796634,0.001265962036207025,0.00574246312361664,0.20454123679526404,142.99063903968042,0.0014304519384552377
0.3255208333333333,0.002463134218971805,0.0012057112029704683,0.005934726555785388,0.17781610750563248,130.57968084514982,0.0013617440811216164
0.33072916666666663,0.0024868616193088654,0.0012299460240079974,0.005961058652052038,0.17512021947400833,128.75894073284135,0.001360062598195498
0.3359375,0.0024626785561597236,0.0012183468388018114,0.00571125667575984,0.1621358025823186,121.80698825557963,0.0013310878538604013
0.3411458333333333,0.002469544805242423,0.0012352907972303202,0.006431270986046863,0.14504307007286818,113.43655391371793,0.001278627259632647
0.34635416666666663,0.002492661839578689,0.0011974967049455752,0.006273479412835006,0.14221228116664728,112.75888044469542,0.001261206927612214
0.3515625,0.0024247180541301385,0.0011671730632929849,0.006692307167217909,0.13463088441306165,107.37738656245836,0.0012538104038763386
0.3567708333333333,0.0025408323778615084,0.0012145447291612961,0.007415427350519426,0.12346336374571378,98.35342466494498,0.001255303149496923
0.36197916666666663,0.0025696242671514853,0.0011971260900978564,0.0072753951154676255,0.12350011250830252,101.17286496175933,0.0012206841484125443
0.3671875,0.002634436105440947,0.0012363067393991248,0.00775193750247454,0.11881715110433011,93.89406754342939,0.0012654383201513013
0.3723958333333333,0.002748956882306263,0.001204568536083642,0.008363580521267327,0.11123036340521307,86.68925328968803,0.001283092876962689
0.37760416666666663,0.0027616098394251036,0.0012346965266679401,0.00818219869275678,0.11303129579416833,87.78644082764114,0.001287571232282815
0.3828125,0.002880368496649746,0.0012431091026755302,0.008429387103991133,0.1093969247275681,83.77417678845138,0.0013058549653531051
0.3880208333333333,0.0030455161325762484,0.0013165019326111028,0.00983885309241835,0.10383561592439554,78.09008144559932,0.0013296901988344267
0.39322916666666663,0.002954783079181937,0.0013165120158583012,0.01014082599009359,0.10712221050511547,79.08304311746187,0.0013545534704071402
0.3984375,0.0030746146159059,0.001340842690266296,0.011230660173808908,0.10536532668842931,75.47296109722583,0.001396067216081472
0.4036458333333333,0.0033659968623584264,0.0013730531687421211,0.011533004608981434,0.10109810791922572,70.46955058203773,0.0014346353436940327
0.40885416666666663,0.003264070808282219,0.001376326338166548,0.011286844188673066,0.10399162266101357,70.57322850219016,0.0014735279208288779
0.4140625,0.003554719379368892,0.0013953110650722614,0.01205651198140803,0.10322208970264703,68.36786469133007,0.0015098042065329696
0.4192708333333333,0.0038364708464330324,0.0014538052132619364,0.012707158329465567,0.09830545207621472,64.5204961573729,0.001523631371904463
0.42447916666666663,0.003938455234579333,0.0014883072100609072,0.012857713115568919,0.1022425647751773,67.3025995281301,0.0015191473359427007
0.4296875,0.004152194180823986,0.0015397495385069532,0.013825796189799126,0.10283693686570974,64.76359049001228,0.0015878819578659567
0.4348958333333333,0.004353814643473791,0.0015652080086714713,0.01464656923246289,0.09635536536942103,60.288517958744954,0.0015982374195258272
0.44010416666666663,0.004496412205475538,0.0015960172661544795,0.014731228406563504,0.10191703939360514,61.56105474147262,0.0016555440744413592
0.4453125,0.004517255146483493,0.001579779064654287,0.015258247171792463,0.10149305444597122,66.6143158593789,0.0015235922359425026
0.4505208333333333,0.004888758569679448,0.0016966899488640116,0.01609029511998862,0.09681445239922637,55.817809611211835,0.0017344724394161778
0.45572916666666663,0.004814955928276816,0.001739659550846423,0.01601756621130618,0.10227667642555065,57.07206199749638,0.0017920620500804282
0.4609375,0.005189981362807027,0.001736844181471615,0.016491709794922614,0.10045134257026289,56.58118547249788,0.0017753488501772157
0.4661458333333333,0.005449693321938628,0.0017527029948937471,0.01755209817253563,0.09583251362658761,51.30733206348408,0.0018678132300469492
0.47135416666666663,0.005316985386620788,0.0018446884484744825,0.01711695242468602,0.10141590635573867,52.75622225127377,0.0019223496684941282
0.4765625,0.005678857057894365,0.001946513494449445,0.016643020479568935,0.09852639304211415,50.896645681572096,0.0019358130918593545
0.4817708333333333,0.005507600404019735,0.0018784417458508017,0.01765335722095935,0.09030853102315686,47.704645776365155,0.0018930762309087184
0.48697916666666663,0.005608939949546041,0.0018759444188620675,0.017294200105809003,0.09608234861203861,49.917667873744314,0.0019248164568716958
0.4921875,0.0058361225405604185,0.0019047859799661187,0.01927786631486823,0.09556782743787692,48.514909584163,0.0019698651045012704
0.4973958333333333,0.006371089248549993,0.001908159306276524,0.020050518712109833,0.09171312703708256,46.00335169349874,0.0019936183704206837
